gender,department,department_name,division,assignment_category,employee_position_title,date_first_hired,year_first_hired,current_annual_salary
M,FRS,Fire and Rescue Services,Station 31,Fulltime-Regular,Master Firefighter/Rescuer,01/12/1998,1998,97560.0
F,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Communications Specialist III,12/18/1989,1989,79663.29
M,DPS,Department of Permitting Services,Fire Protection,Fulltime-Regular,Senior Permitting Services Specialist,02/24/2014,2014,81066.8
M,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,Fulltime-Regular,Correctional Officer III (Corporal),07/23/2001,2001,77328.0
M,DPS,Department of Permitting Services,Building Construction Permit Processing,Fulltime-Regular,Permit Technician I,08/18/1997,1997,49017.51
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Office Services Coordinator,08/21/2000,2000,57068.63
M,POL,Department of Police,PSB 2nd District Community Action Team,Fulltime-Regular,Police Sergeant,01/06/2003,2003,96624.0
M,COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,Fulltime-Regular,Correctional Officer II (PFC),05/17/2004,2004,63404.0
M,FRS,Fire and Rescue Services,Emergency Communications Center (ECC),Fulltime-Regular,Fire/Rescue Lieutenant,02/08/1999,1999,102805.0
M,DLC,Department of Liquor Control,Clarksburg Village,Parttime-Regular,Liquor Store Clerk I,12/19/2012,2012,29779.06
F,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,05/21/2013,2013,43525.72
M,FRS,Fire and Rescue Services,Station 23,Fulltime-Regular,Fire/Rescue Lieutenant,09/11/2000,2000,106456.0
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer I,06/01/2015,2015,51969.0
M,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,Fulltime-Regular,Correctional Officer III (Corporal),09/29/2008,2008,62903.0
M,HHS,Department of Health and Human Services,Cancer and Tobacco Prevention,Fulltime-Regular,Program Manager II,06/11/1990,1990,104717.28
F,DTS,Department of Technology Services,Franchise Enforcement,Fulltime-Regular,Manager III,10/21/2001,2001,117137.25
F,LIB,Department of Public Libraries,Germantown Library,Fulltime-Regular,Librarian II,11/03/2014,2014,69181.11
F,HHS,Department of Health and Human Services,Behavioral Health Planning and Management,Fulltime-Regular,Manager III,01/05/1987,1987,117846.56
M,POL,Department of Police,PSB 1st District Special Assignment Team,Fulltime-Regular,Police Officer III,07/02/2001,2001,89620.0
M,DGS,Department of General Services,Fleet Management Services,Fulltime-Regular,Senior Supply Technician,04/21/2014,2014,60639.11
F,COR,Correction and Rehabilitation,PTS Assessment,Fulltime-Regular,Correctional Specialist II,09/02/2008,2008,64710.56
M,HRC,Office of Human Rights,Director's Office,Fulltime-Regular,Office Services Coordinator,10/14/2002,2002,58605.82
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,04/14/1997,1997,55251.81
M,POL,Department of Police,FSB Special Operations Division Canine Section,Fulltime-Regular,Police Sergeant,01/18/1994,1994,107128.71
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,05/14/2001,2001,49829.48
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,08/31/2009,2009,18416.04
M,COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer III (Corporal),04/15/2002,2002,74713.0
F,REC,Department of Recreation,Facilities Division,Fulltime-Regular,Recreation Coordinator,04/09/2015,2015,44753.0
F,FIN,Department of Finance,Tax Operations,Fulltime-Regular,Program Manager II,05/21/2012,2012,87236.83
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,03/30/2015,2015,42053.42
F,HHS,Department of Health and Human Services,24 Hours Crisis Center,Fulltime-Regular,Behavioral Health Technician,10/21/1991,1991,79459.87
F,HHS,Department of Health and Human Services,Urine Monitoring Program,Fulltime-Regular,Community Services Aide III,01/30/1989,1989,76015.03
F,HHS,Department of Health and Human Services,Health Planning and Epidemiology,Fulltime-Regular,Planning Specialist III,12/17/2012,2012,93396.0
M,DEP,Department of Environmental Protection,Solid Waste Services Collection Operations,Fulltime-Regular,Program Manager II,04/11/1988,1988,104717.28
M,FRS,Fire and Rescue Services,Station 25,Fulltime-Regular,Firefighter/Rescuer II,07/29/2013,2013,52693.0
M,FRS,Fire and Rescue Services,Station 19,Fulltime-Regular,Master Firefighter/Rescuer,09/20/1993,1993,91969.07
M,POL,Department of Police,ISB Major Crimes Division Fugitive Section,Fulltime-Regular,Master Police Officer,09/12/1988,1988,97392.47
M,FRS,Fire and Rescue Services,Station 7,Fulltime-Regular,Master Firefighter/Rescuer,02/26/1990,1990,94006.07
M,POL,Department of Police,PSB 1st District Special Assignment Team,Fulltime-Regular,Police Officer III,06/04/2000,2000,72902.0
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,06/27/2016,2016,39257.31
M,DPS,Department of Permitting Services,Land Development Sediment and Stormwater Inspection,Fulltime-Regular,Permitting and Code Enforcement Inspector III,09/15/2008,2008,89247.9
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,02/14/2005,2005,52472.96
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,07/16/2007,2007,70435.0
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,01/22/2008,2008,61035.5
M,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Manager III,07/11/1988,1988,93223.09
M,FRS,Fire and Rescue Services,Station 35,Fulltime-Regular,Firefighter/Rescuer III,03/27/2006,2006,75406.0
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Principal Administrative Aide,07/14/2014,2014,41100.3
M,POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Police Sergeant,12/16/2002,2002,96624.0
F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker III,02/19/2008,2008,70319.8
F,POL,Department of Police,PSB 1st District Educational Facilities Officers,Fulltime-Regular,Police Officer III,08/31/1998,1998,89620.0
M,FRS,Fire and Rescue Services,Station 20,Fulltime-Regular,Fire/Rescue Captain,08/17/1998,1998,118930.0
M,CAT,County Attorney's Office,Finance and Procurement,Fulltime-Regular,Manager II,07/30/2012,2012,151424.07
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Manager II,12/02/1991,1991,146991.57
M,FRS,Fire and Rescue Services,Station 8,Fulltime-Regular,Firefighter/Rescuer III,06/04/2012,2012,57265.0
F,COR,Correction and Rehabilitation,PTS Assessment,Fulltime-Regular,Correctional Specialist II,06/04/2012,2012,59676.38
F,DPS,Department of Permitting Services,Information Technology Services,Fulltime-Regular,Senior Information Technology Specialist,04/17/2006,2006,117329.91
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Transit Coordinator,08/30/1998,1998,70422.0
M,DLC,Department of Liquor Control,White Oak,Parttime-Regular,Liquor Store Clerk I,05/16/2005,2005,36607.48
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer II,07/16/2012,2012,71860.0
M,FRS,Fire and Rescue Services,Station 16,Fulltime-Regular,Firefighter/Rescuer II,03/10/2014,2014,50910.0
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,10/09/2000,2000,56123.38
F,LIB,Department of Public Libraries,White Oak Library,Fulltime-Regular,Library Assistant I,03/22/1997,1997,55476.56
M,POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Master Police Officer,04/12/1999,1999,94099.0
M,SHF,Sheriff's Office,Sheriff Domestic Violence,Fulltime-Regular,Deputy Sheriff Lieutenant,08/07/1989,1989,106448.44
M,DGS,Department of General Services,Central Duplicating,Fulltime-Regular,Printing Technician II,09/07/2004,2004,49336.81
F,FRS,Fire and Rescue Services,Emergency Communications Center (ECC),Fulltime-Regular,Firefighter/Rescuer III,05/16/2005,2005,75446.0
M,CCL,County Council,Council Members and Staff,Fulltime-Regular,Council Member,12/04/2006,2006,128519.0
M,FRS,Fire and Rescue Services,Station 8,Fulltime-Regular,Master Firefighter/Rescuer,10/17/2005,2005,84825.0
F,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Emergency Communications Specialist III,01/18/2011,2011,55298.67
M,DTS,Department of Technology Services,ESOD Server Support,Fulltime-Regular,Senior Information Technology Specialist,12/03/2012,2012,118400.0
F,POL,Department of Police,MSB Training and Education Division,Fulltime-Regular,Police Officer III,01/14/2008,2008,68054.0
F,COR,Correction and Rehabilitation,PTS Assessment,Fulltime-Regular,Correctional Specialist II,03/12/2012,2012,59676.38
M,POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Police Officer I,10/06/2014,2014,53788.0
F,HHS,Department of Health and Human Services,Adult Protective and Case Management Services,Fulltime-Regular,Social Worker III,06/26/2006,2006,97190.31
M,FRS,Fire and Rescue Services,Station 22,Fulltime-Regular,Master Firefighter/Rescuer,08/17/1998,1998,97560.0
M,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Sergeant,03/03/1997,1997,103506.0
M,FRS,Fire and Rescue Services,Station 15,Fulltime-Regular,Firefighter/Rescuer III,05/22/2011,2011,63345.0
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer II,02/24/2014,2014,56478.0
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Transit Coordinator,04/27/1997,1997,70422.0
M,FRS,Fire and Rescue Services,Station 29,Fulltime-Regular,Firefighter/Rescuer II,03/19/2007,2007,62585.0
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Highway Construction Field Supervisor,02/15/1994,1994,93120.47
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,03/02/2008,2008,46626.87
M,DGS,Department of General Services,Building Design and Construction,Fulltime-Regular,Manager III,02/22/1988,1988,135378.13
M,DEP,Department of Environmental Protection,Water Quality Monitoring and Planning,Fulltime-Regular,Planning Specialist III,12/07/2009,2009,84019.97
M,DOT,Department of Transportation,Transit Safety and Instruction,Fulltime-Regular,Safety and Training Supervisor,08/10/2015,2015,77753.08
M,CEC,Community Engagement Cluster,Wheaton Urban District,Fulltime-Regular,Urban District Public Service Aide,08/03/1997,1997,46964.65
M,FRS,Fire and Rescue Services,Station 40,Fulltime-Regular,Master Firefighter/Rescuer,05/16/2005,2005,77434.0
M,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer III,03/01/1999,1999,89620.0
M,DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,Public Service Craftsworker,12/26/2000,2000,64141.0
F,DPS,Department of Permitting Services,Zoning and Site Plan Enforcement,Fulltime-Regular,Permit Technician I,04/23/2012,2012,44598.62
M,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,Fulltime-Regular,Correctional Supervisor (Sergeant),12/19/1988,1988,94277.96
M,FRS,Fire and Rescue Services,Station 2,Fulltime-Regular,Firefighter/Rescuer III,03/17/2008,2008,63493.0
F,POL,Department of Police,ISB Criminal Investigations Division 5th District Investigative Section,Fulltime-Regular,Police Officer III,07/14/2008,2008,68054.0
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer I,01/13/2014,2014,53788.0
F,POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Police Officer II,01/28/2013,2013,58455.0
F,REC,Department of Recreation,Finance/Payroll/Budget,Fulltime-Regular,Program Aide,11/13/2007,2007,55589.87
M,DGS,Department of General Services,Fleet Management Services,Fulltime-Regular,Supply Technician III,10/12/2009,2009,58448.0
M,DOT,Department of Transportation,Transit Special Transportation and Medicaid,Fulltime-Regular,Accountant/Auditor I,09/23/2013,2013,47878.33
M,SHF,Sheriff's Office,Civil Process,Fulltime-Regular,Deputy Sheriff III,07/17/2006,2006,69475.0
M,DGS,Department of General Services,Fleet Automotive Heavy Equipment,Fulltime-Regular,Manager III,10/30/2006,2006,115769.63
F,HHS,Department of Health and Human Services,Community Support Network for People with Disabilities,Fulltime-Regular,Program Manager II,08/23/2004,2004,92460.09
M,DLC,Department of Liquor Control,Westwood,Parttime-Regular,Liquor Store Clerk I,10/20/2014,2014,29779.09
M,DTS,Department of Technology Services,EASD Geographic Information System,Fulltime-Regular,Senior Information Technology Specialist,10/28/2002,2002,118400.0
M,FRS,Fire and Rescue Services,Station 6,Fulltime-Regular,Firefighter/Rescuer III,11/28/1988,1988,86537.84
M,FRS,Fire and Rescue Services,Scheduling,Fulltime-Regular,Master Firefighter/Rescuer,06/16/1988,1988,97224.98
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator II,07/29/2013,2013,42387.44
M,DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,Electrician II,08/20/2001,2001,77343.0
M,FRS,Fire and Rescue Services,Station 19,Fulltime-Regular,Fire/Rescue Lieutenant,09/04/2001,2001,97755.0
F,REC,Department of Recreation,Management Services,Fulltime-Regular,Fiscal Assistant,05/18/1998,1998,66543.19
F,HHS,Department of Health and Human Services,School Health Services,Fulltime-Regular,Community Health Nurse II,12/04/2000,2000,97912.0
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,05/26/2015,2015,40631.32
F,CCL,County Council,Council Members and Staff,Fulltime-Regular,Confidential Aide,05/05/2003,2003,146664.49
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,11/24/2008,2008,44757.56
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,03/02/2008,2008,46626.87
M,DLC,Department of Liquor Control,Fallsgrove,Parttime-Regular,Liquor Store Clerk I,04/18/2016,2016,27799.2
F,POL,Department of Police,MSB Management and Budget Division,Fulltime-Regular,Program Manager II,08/06/2001,2001,84537.88
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,08/17/2015,2015,40631.32
F,DOT,Department of Transportation,Transit Safety and Instruction,Fulltime-Regular,Safety and Training Instructor,10/03/2016,2016,68800.0
M,FRS,Fire and Rescue Services,Emergency Medical Services,Fulltime-Regular,Fire/Rescue Captain,01/16/1983,1983,126781.06
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,08/08/2016,2016,39257.0
M,POL,Department of Police,PSB 2nd District Community Action Team,Fulltime-Regular,Police Officer III,07/17/2006,2006,72902.0
M,DPS,Department of Permitting Services,Fire Protection,Fulltime-Regular,Senior Permitting Services Specialist,01/14/2013,2013,92361.99
M,POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,Fulltime-Regular,Latent Print Examiner,09/12/2011,2011,56305.95
F,LIB,Department of Public Libraries,Damascus Library,Fulltime-Regular,Library Assistant I,08/14/1992,1992,60201.44
M,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,Fulltime-Regular,Correctional Supervisor (Sergeant),04/07/1986,1986,94277.96
F,PIO,Office of Public Information,MC311,Fulltime-Regular,Customer Service Representative II,12/05/2010,2010,57660.28
F,COR,Correction and Rehabilitation,DS Inmate Records,Fulltime-Regular,Administrative Specialist II,08/12/1990,1990,84974.0
M,DGS,Department of General Services,Central Duplicating,Fulltime-Regular,Mail Clerk,10/08/2012,2012,45145.07
